id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,CIPRO,CEFTRIAXONE,AMOXICILLIN
GENOME_2576,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,10,0,0,6,2,2,5,1,0,3,6,3,1,1,10,0.27,0.45,0.12,0.53,0.15,0.67,0.37,0.46,0.31,0.96,S,S,R
GENOME_2577,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,7,3,8,4,3,3,6,3,10,9,2,10,0,0,4,0.33,0.71,0.94,0.73,0.15,0.92,0.36,0.38,0.0,0.88,S,S,S
GENOME_2578,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,10,5,1,3,3,7,4,0,8,6,6,9,0,8,4,0.37,0.62,0.5,0.68,0.25,0.88,0.02,0.49,0.1,0.44,S,S,R
GENOME_2579,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,4,3,3,2,1,9,2,0,2,9,4,10,2,4,9,0.06,0.76,0.87,0.51,0.4,0.91,0.24,0.3,0.09,0.9,S,S,R
GENOME_2580,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,7,1,5,4,2,9,4,2,1,9,5,10,1,5,7,0.5,0.92,0.28,0.74,0.34,0.9,0.35,0.7,0.46,0.93,S,S,S
GENOME_2581,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,4,8,10,4,2,1,0,6,10,0,7,2,5,0,0.25,0.86,0.78,0.51,0.42,0.68,0.21,0.42,0.45,0.93,S,R,R
GENOME_2582,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,7,0,0,2,3,10,7,1,0,8,3,5,0,7,2,0.16,0.59,0.11,0.27,0.41,0.93,0.24,0.82,0.17,0.89,I,S,S
GENOME_2583,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,8,9,0,9,1,0,6,9,3,0,1,3,10,0.23,0.99,0.14,0.65,0.16,0.75,0.32,0.75,0.03,0.91,S,S,S
GENOME_2584,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,6,1,7,6,2,2,4,2,8,9,4,0,1,0,6,0.08,0.83,0.82,0.56,0.21,0.85,0.08,0.53,0.01,0.44,S,S,S
GENOME_2585,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,5,6,5,4,5,2,3,3,5,2,3,0,6,2,0.52,0.79,0.71,0.32,0.16,0.84,0.19,0.45,0.1,0.94,S,S,S
GENOME_2586,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,2,2,1,6,2,7,6,2,9,7,0,10,1,5,8,0.26,0.58,0.17,0.4,0.1,0.95,0.18,0.76,0.16,0.98,S,R,S
GENOME_2587,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,4,1,6,8,4,9,2,3,1,4,2,5,2,6,1,0.39,0.71,0.53,0.51,0.7,0.84,0.18,0.36,0.27,0.87,R,R,S
GENOME_2588,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,9,0,1,9,4,1,4,1,3,9,6,3,1,7,0,0.38,0.77,0.5,0.3,0.24,0.58,0.07,0.78,0.03,0.69,R,S,S
GENOME_2589,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,6,4,8,3,3,0,2,3,8,10,3,10,0,4,10,0.13,0.87,0.81,0.4,0.35,0.57,0.12,0.53,0.01,0.78,S,S,S
GENOME_2590,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,8,1,3,7,1,9,1,0,7,5,0,8,0,5,6,0.3,0.84,0.27,0.72,0.27,0.96,0.1,0.16,0.01,0.98,I,S,S
GENOME_2591,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,4,3,1,5,2,0,1,3,4,9,1,1,2,1,8,0.31,0.86,0.25,0.47,0.47,0.94,0.14,0.5,0.04,0.95,S,R,S
GENOME_2592,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,10,3,4,9,0,6,1,0,7,7,5,5,2,4,3,0.64,0.87,0.85,0.27,0.17,0.71,0.12,0.34,0.03,0.91,S,S,R
GENOME_2593,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,8,5,0,1,5,2,6,4,3,6,0,2,8,0.1,0.97,0.67,0.28,0.67,0.76,0.11,0.48,0.03,1.0,S,I,S
GENOME_2594,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,10,0,3,4,1,8,6,2,3,5,2,3,2,4,2,0.36,0.47,0.39,0.89,0.27,0.82,0.11,0.64,0.0,0.99,R,S,S
GENOME_2595,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,5,4,6,0,9,3,3,2,9,4,4,0,8,7,0.17,0.69,0.46,0.72,0.44,0.55,0.27,0.36,0.03,0.92,S,S,S
GENOME_2596,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,4,5,7,5,2,3,1,2,0,9,1,4,2,2,8,0.09,0.78,0.14,0.28,0.5,0.84,0.18,0.82,0.26,0.98,S,I,S
GENOME_2597,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,2,4,2,6,0,6,4,2,2,7,0,1,0,2,4,0.12,0.58,0.92,0.48,0.04,0.87,0.35,0.59,0.02,0.76,S,S,S
GENOME_2598,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,7,4,5,10,2,4,6,2,7,7,3,4,2,0,4,0.19,0.82,0.07,0.33,0.47,0.91,0.03,0.5,0.46,0.91,I,S,S
GENOME_2599,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,7,0,0,4,4,4,5,0,8,10,4,9,2,0,4,0.23,0.89,0.35,0.69,0.05,0.77,0.35,0.6,0.2,0.98,S,S,S
GENOME_2600,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,3,2,3,3,6,4,3,8,5,4,10,2,6,8,0.2,0.66,0.11,0.46,0.15,0.54,0.08,0.57,0.03,0.95,S,S,S
GENOME_2601,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,3,7,3,1,8,2,0,4,3,6,4,2,8,8,0.17,0.88,0.15,0.19,0.0,0.95,0.39,0.37,0.02,0.84,S,S,S
GENOME_2602,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,7,5,5,10,1,3,3,3,3,6,2,4,1,1,2,0.49,0.86,0.3,0.41,0.14,0.76,0.04,0.23,0.04,0.93,R,S,S
GENOME_2603,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,3,5,3,8,0,8,7,0,5,10,6,3,0,1,3,0.48,0.72,0.91,0.66,0.67,0.84,0.19,0.49,0.03,0.85,S,R,S
GENOME_2604,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,10,2,7,5,2,8,5,1,6,8,5,9,0,0,5,0.48,0.8,0.61,0.77,0.03,0.7,0.06,0.37,0.17,0.97,S,S,S
GENOME_2605,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,5,1,2,7,3,10,7,1,5,6,4,3,1,4,7,0.19,0.94,0.56,0.37,0.14,0.81,0.21,0.49,0.06,0.76,R,R,S
GENOME_2606,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,9,5,1,7,0,7,2,1,4,9,2,6,2,9,1,0.24,0.82,0.48,0.47,0.02,0.58,0.06,0.42,0.25,0.96,S,S,S
GENOME_2607,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,7,1,7,4,3,0,2,0,1,8,0,5,2,6,3,0.28,0.54,0.77,0.52,0.07,0.69,0.15,0.57,0.01,0.91,R,S,I
GENOME_2608,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,5,3,10,2,9,1,3,2,8,3,10,0,0,4,0.27,0.75,0.59,0.34,0.08,0.83,0.32,0.38,0.02,0.85,I,I,S
GENOME_2609,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,7,3,8,5,0,10,7,0,8,8,0,7,0,7,5,0.37,0.83,0.93,0.73,0.55,0.96,0.09,0.67,0.08,0.83,S,S,I
GENOME_2610,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,1,2,2,0,10,4,3,6,3,6,0,0,0,10,0.3,0.56,0.97,0.38,0.09,0.81,0.16,0.58,0.03,0.99,R,S,S
GENOME_2611,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,3,0,8,3,3,8,7,1,9,7,5,9,1,0,0,0.56,0.92,0.71,0.49,0.44,0.78,0.13,0.37,0.12,0.96,S,R,S
GENOME_2612,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,4,4,5,6,0,2,2,0,1,4,2,1,0,3,5,0.21,0.31,0.86,0.89,0.28,0.77,0.14,0.77,0.16,0.82,R,S,I
GENOME_2613,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,5,5,4,9,3,7,6,3,0,3,0,10,1,1,9,0.12,0.82,0.64,0.32,0.12,0.73,0.28,0.32,0.04,0.82,S,S,S
GENOME_2614,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,2,2,1,8,2,4,2,3,0,7,3,10,1,8,6,0.17,0.62,0.15,0.43,0.2,0.75,0.2,0.26,0.24,0.87,S,I,I
GENOME_2615,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,5,10,3,5,2,2,0,9,3,1,0,9,8,0.38,0.78,0.88,0.66,0.02,0.9,0.46,0.61,0.06,0.66,S,I,R
GENOME_2616,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,3,2,2,2,3,3,5,10,4,1,0,1,10,0.18,0.26,0.15,0.5,0.25,0.85,0.31,0.66,0.26,0.98,I,S,S
GENOME_2617,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,3,0,4,3,2,10,5,1,4,9,5,2,0,6,7,0.04,0.89,0.39,0.31,0.53,0.77,0.07,0.67,0.26,0.94,S,S,S
GENOME_2618,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,6,1,5,5,4,6,7,0,6,5,2,5,2,1,2,0.53,0.33,0.39,0.37,0.54,0.67,0.17,0.55,0.21,0.57,R,R,I
GENOME_2619,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,4,6,8,3,1,7,2,4,5,0,2,2,0,4,0.31,0.77,0.28,0.53,0.53,0.81,0.13,0.43,0.16,0.88,S,S,I
GENOME_2620,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,2,3,2,1,2,6,1,8,8,4,6,2,8,0,0.25,0.63,0.87,0.41,0.55,0.9,0.13,0.39,0.44,0.96,S,I,R
GENOME_2621,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,3,3,7,6,4,1,6,0,0,7,4,2,0,3,8,0.39,0.86,0.65,0.62,0.11,0.9,0.3,0.57,0.13,0.72,S,S,S
GENOME_2622,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,8,0,4,3,4,10,6,0,8,8,0,5,1,6,9,0.58,0.51,0.41,0.5,0.4,0.88,0.19,0.86,0.18,0.88,R,S,R
GENOME_2623,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,4,0,6,3,3,8,1,2,3,5,2,1,1,0,6,0.24,0.79,0.01,0.83,0.17,0.94,0.09,0.27,0.2,0.77,S,S,S
GENOME_2624,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,5,3,4,10,5,1,9,6,2,1,2,7,2,0.26,0.57,0.22,0.73,0.33,0.86,0.08,0.54,0.01,0.56,R,S,I
GENOME_2625,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,2,3,4,10,4,2,2,0,6,9,6,2,1,5,5,0.42,0.72,0.44,0.25,0.6,0.75,0.06,0.27,0.0,0.95,S,R,S
GENOME_2626,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,10,5,6,6,0,7,6,2,1,3,6,7,2,1,9,0.33,0.49,0.08,0.28,0.19,1.0,0.47,0.9,0.2,0.84,S,R,R
GENOME_2627,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,5,1,3,9,2,5,3,0,2,6,6,8,1,8,0,0.26,0.7,0.63,0.14,0.48,0.89,0.15,0.28,0.25,0.95,I,S,I
GENOME_2628,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,1,6,7,1,0,7,0,3,10,5,1,0,0,10,0.66,0.85,0.75,0.44,0.03,0.88,0.47,0.77,0.0,0.87,S,S,S
GENOME_2629,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,10,4,2,2,3,10,7,1,4,7,3,6,0,8,2,0.1,0.69,0.31,0.7,0.29,0.63,0.26,0.64,0.2,0.9,R,S,R
GENOME_2630,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,5,1,7,10,0,5,2,1,1,3,2,0,1,9,0,0.05,0.8,0.66,0.67,0.45,0.88,0.1,0.67,0.45,0.81,S,I,S
GENOME_2631,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,5,1,3,8,1,7,7,0,6,5,4,3,2,1,6,0.36,0.87,0.37,0.59,0.15,0.9,0.05,0.5,0.06,0.75,S,S,S
GENOME_2632,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,4,2,3,3,1,9,4,3,5,3,3,5,0,5,2,0.37,0.5,0.38,0.57,0.75,0.75,0.04,0.66,0.11,0.77,S,S,I
GENOME_2633,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,9,2,0,9,0,2,5,0,8,10,6,6,1,8,4,0.08,0.98,0.05,0.24,0.0,0.72,0.23,0.74,0.18,0.76,R,S,I
GENOME_2634,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,7,3,3,6,7,3,6,3,1,2,2,2,4,0.24,0.65,0.33,0.52,0.16,0.93,0.2,0.37,0.16,0.9,S,S,S
GENOME_2635,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,8,2,4,3,2,5,1,1,9,5,3,2,1,2,8,0.37,0.47,0.18,0.37,0.12,0.87,0.26,0.67,0.2,0.92,R,R,R
GENOME_2636,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,2,5,8,5,0,0,3,0,9,8,4,4,2,2,0,0.1,0.61,0.19,0.18,0.11,0.8,0.17,0.55,0.14,0.75,S,R,S
GENOME_2637,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,10,4,2,9,4,1,5,0,1,4,5,2,1,8,2,0.3,0.35,0.9,0.54,0.13,0.72,0.36,0.36,0.06,0.99,S,S,S
GENOME_2638,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,9,1,4,8,1,10,2,0,2,5,0,8,1,1,3,0.33,0.89,0.07,0.52,0.07,0.93,0.08,0.55,0.38,0.91,S,S,S
GENOME_2639,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,6,2,3,3,4,4,1,2,2,6,0,1,0,3,3,0.42,0.77,0.62,0.2,0.11,0.93,0.13,0.48,0.42,0.88,R,S,S
GENOME_2640,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3,3,6,7,3,6,3,2,7,8,6,9,2,7,7,0.3,0.56,0.98,0.3,0.56,0.57,0.39,0.17,0.53,0.66,I,R,S
GENOME_2641,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,2,4,5,2,3,6,1,7,9,5,6,0,7,7,0.21,0.84,0.58,0.58,0.28,0.97,0.15,0.33,0.14,0.34,S,S,S
GENOME_2642,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,9,2,1,2,2,5,2,0,2,4,5,6,0,4,3,0.3,0.8,0.79,0.75,0.38,0.85,0.1,0.19,0.06,0.78,R,S,I
GENOME_2643,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,2,3,5,9,2,1,2,0,7,6,0,2,0,1,9,0.1,0.77,0.76,0.28,0.39,0.83,0.08,0.39,0.02,0.53,S,S,I
GENOME_2644,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,2,4,3,9,4,4,5,3,4,10,6,7,1,5,8,0.32,0.62,0.25,0.45,0.19,0.8,0.05,0.61,0.35,0.98,S,S,S
GENOME_2645,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,2,3,5,7,3,9,2,2,10,10,4,10,1,7,8,0.26,0.86,0.86,0.32,0.33,0.96,0.07,0.7,0.05,1.0,R,I,S
GENOME_2646,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,2,4,0,8,4,2,7,1,3,7,5,2,0,1,2,0.29,0.42,0.02,0.59,0.13,0.82,0.31,0.6,0.09,0.96,S,S,S
GENOME_2647,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,9,5,0,4,1,0,2,1,10,6,3,4,2,3,8,0.31,0.87,0.74,0.32,0.21,0.9,0.33,0.49,0.04,0.95,I,R,S
GENOME_2648,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,5,3,3,10,2,5,3,0,3,10,0,0,1,3,7,0.44,0.65,0.57,0.72,0.04,0.64,0.14,0.75,0.13,0.84,I,I,R
GENOME_2649,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,5,4,6,5,3,8,2,0,3,10,2,9,0,8,3,0.41,0.85,0.3,0.51,0.48,0.81,0.09,0.27,0.22,0.87,R,S,S
GENOME_2650,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,10,4,6,3,4,9,4,2,0,8,1,3,1,9,9,0.47,0.74,0.47,0.73,0.57,0.87,0.14,0.4,0.3,0.8,S,S,R
GENOME_2651,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,8,0,0,5,4,7,4,3,10,9,0,1,0,0,4,0.09,0.74,0.3,0.27,0.13,0.92,0.34,0.51,0.16,0.8,S,S,S
GENOME_2652,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,4,3,4,3,1,2,6,9,6,4,1,8,1,0.45,0.75,0.11,0.24,0.13,0.99,0.37,0.76,0.1,0.66,S,S,S
GENOME_2653,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,9,2,5,5,4,7,6,1,10,10,5,3,0,7,6,0.35,0.59,0.76,0.22,0.25,0.85,0.17,0.56,0.18,0.93,R,R,I
GENOME_2654,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,6,3,4,3,4,10,4,2,9,8,6,3,2,0,1,0.69,0.71,0.74,0.52,0.48,0.85,0.17,0.35,0.13,0.59,R,S,S
GENOME_2655,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,4,6,9,1,4,7,2,9,9,0,3,2,9,0,0.28,0.57,0.64,0.66,0.09,0.65,0.54,0.58,0.13,0.78,S,I,R
GENOME_2656,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,9,0,5,7,2,2,7,1,3,8,1,4,2,5,9,0.08,0.71,0.66,0.64,0.08,0.31,0.28,0.59,0.05,0.49,S,S,S
GENOME_2657,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2,4,9,4,3,6,1,1,9,2,8,2,9,10,0.22,0.53,0.74,0.5,0.15,0.82,0.21,0.31,0.13,0.82,S,S,S
GENOME_2658,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,4,2,1,6,4,1,0,3,1,8,2,1,4,0.03,0.6,0.99,0.32,0.35,0.94,0.51,0.36,0.19,0.98,S,S,I
GENOME_2659,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,6,2,8,10,3,4,5,0,2,10,0,3,0,2,7,0.08,0.85,0.31,0.7,0.33,0.65,0.21,0.31,0.03,0.63,I,S,I
GENOME_2660,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,6,0,2,3,3,3,4,3,0,8,0,10,1,4,3,0.34,0.8,0.49,0.13,0.0,0.69,0.16,0.57,0.07,0.77,R,S,S
GENOME_2661,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5,8,9,1,2,2,0,10,8,3,8,0,7,0,0.44,0.7,0.94,0.13,0.01,0.76,0.09,0.49,0.31,0.98,S,S,S
GENOME_2662,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,5,1,1,5,1,2,5,2,4,7,6,7,2,5,3,0.11,0.6,0.83,0.32,0.12,0.73,0.29,0.27,0.1,0.95,S,S,S
GENOME_2663,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,10,5,6,3,1,9,7,3,5,9,5,4,0,8,8,0.07,0.74,0.36,0.59,0.44,0.59,0.31,0.17,0.27,0.8,S,I,I
GENOME_2664,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6,5,5,2,3,5,4,2,10,4,4,7,0,0,7,0.58,0.58,0.04,0.6,0.19,0.5,0.29,0.55,0.01,0.98,I,S,S
GENOME_2665,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,2,7,5,4,7,7,2,5,6,3,6,0,4,8,0.26,0.47,0.01,0.4,0.1,0.6,0.36,0.89,0.3,0.66,S,S,S
GENOME_2666,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,5,1,8,2,2,3,2,0,5,7,6,1,0,3,6,0.25,0.5,0.05,0.74,0.04,0.82,0.14,0.36,0.1,0.75,S,S,S
GENOME_2667,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,9,1,5,9,4,0,1,3,6,10,3,9,2,7,5,0.03,0.89,0.27,0.59,0.04,0.83,0.21,0.67,0.07,0.93,S,S,S
GENOME_2668,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,8,1,1,3,0,3,7,0,0,9,3,7,0,4,5,0.34,0.88,0.23,0.63,0.21,0.97,0.08,0.43,0.05,0.99,S,S,S
GENOME_2669,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,9,1,4,5,1,3,6,3,8,0,8,0,0.21,0.73,0.43,0.5,0.14,0.92,0.18,0.34,0.0,0.72,S,S,I
GENOME_2670,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,4,2,2,4,7,2,1,9,3,3,1,0,1,2,0.28,0.64,0.93,0.46,0.23,0.99,0.32,0.52,0.26,0.97,R,S,S
GENOME_2671,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,2,8,2,6,5,0,9,3,2,10,2,7,1,0.6,0.59,0.85,0.45,0.3,0.61,0.06,0.33,0.16,1.0,S,R,S
GENOME_2672,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,9,0,4,8,4,1,1,0,8,4,6,1,0,0,6,0.07,0.71,0.92,0.34,0.23,0.84,0.36,0.43,0.05,0.84,I,S,R
GENOME_2673,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,2,0,0,6,0,8,7,0,9,10,5,9,1,7,9,0.18,0.82,0.97,0.57,0.34,0.9,0.26,0.2,0.04,1.0,S,S,S
GENOME_2674,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,1,8,4,0,2,1,2,1,10,4,8,2,8,5,0.45,0.77,0.23,0.3,0.09,0.93,0.04,0.48,0.04,0.99,S,S,I
GENOME_2675,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,6,1,3,7,4,8,5,3,7,5,4,0,2,2,2,0.22,0.63,0.48,0.71,0.63,0.77,0.11,0.78,0.06,0.87,I,I,R
GENOME_2676,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,1,6,6,2,0,7,3,10,8,5,2,0,1,3,0.18,0.63,0.15,0.65,0.26,0.84,0.09,0.48,0.01,0.98,S,R,R
GENOME_2677,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,6,0,6,10,4,8,7,1,6,9,4,2,2,4,0,0.42,0.9,0.32,0.25,0.43,0.83,0.22,0.62,0.03,0.9,S,S,I
GENOME_2678,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,4,3,6,5,1,6,2,3,6,5,2,5,1,8,10,0.82,0.7,0.35,0.56,0.47,0.79,0.15,0.29,0.01,0.8,R,R,S
GENOME_2679,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,4,4,4,10,2,1,3,3,2,3,2,10,1,7,3,0.29,0.87,0.88,0.87,0.04,0.98,0.11,0.29,0.09,0.72,S,I,S
GENOME_2680,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6,3,3,7,3,9,5,3,1,7,5,6,1,0,1,0.39,0.38,0.48,0.27,0.18,0.93,0.3,0.29,0.39,0.78,R,R,R
GENOME_2681,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,6,0,3,10,2,6,6,2,1,4,2,2,2,0,4,0.5,0.76,0.94,0.55,0.12,0.95,0.18,0.45,0.03,0.9,R,R,R
GENOME_2682,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,6,0,4,4,4,0,7,1,2,9,0,7,2,7,8,0.15,0.92,0.92,0.66,0.18,0.6,0.04,0.34,0.22,0.58,S,S,S
GENOME_2683,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,8,2,5,2,4,10,3,0,2,6,4,1,1,2,8,0.18,0.83,0.51,0.44,0.18,0.95,0.12,0.4,0.08,0.99,R,S,S
GENOME_2684,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,3,6,7,3,2,7,3,9,6,1,10,2,0,0,0.53,0.47,0.27,0.2,0.21,0.82,0.06,0.55,0.05,0.86,S,R,S
GENOME_2685,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,4,5,0,6,6,3,1,7,3,2,2,9,5,0.22,0.95,0.94,0.79,0.18,0.91,0.17,0.62,0.03,0.95,S,R,R
GENOME_2686,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,2,5,8,5,4,2,2,2,6,5,6,9,2,0,1,0.19,0.87,0.13,0.63,0.41,0.95,0.37,0.54,0.0,0.96,I,S,S
GENOME_2687,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,5,1,8,5,0,1,7,1,1,3,0,1,2,3,0,0.03,0.56,0.63,0.78,0.4,0.76,0.53,0.62,0.13,0.78,S,S,R
GENOME_2688,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2,0,4,6,3,5,3,0,1,2,5,8,0.45,0.58,0.46,0.67,0.14,0.91,0.27,0.34,0.06,0.83,S,S,S
GENOME_2689,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,8,2,4,6,1,2,4,2,10,4,3,10,0,8,1,0.41,0.53,0.91,0.62,0.03,0.66,0.1,0.59,0.16,0.61,R,R,R
GENOME_2690,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,3,1,10,0,8,5,0,4,9,0,5,2,4,5,0.4,0.65,0.14,0.64,0.06,0.88,0.26,0.55,0.31,0.9,S,S,S
GENOME_2691,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,4,2,3,4,2,6,1,1,6,3,2,2,0,6,5,0.11,0.68,0.18,0.6,0.25,0.34,0.03,0.3,0.08,0.69,R,R,I
GENOME_2692,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,6,4,6,3,0,10,6,3,10,9,0,2,0,8,2,0.38,0.71,0.78,0.89,0.24,0.57,0.33,0.44,0.0,0.92,S,I,S
GENOME_2693,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,9,2,5,3,1,0,7,0,10,5,6,8,1,4,5,0.16,0.62,0.23,0.56,0.32,0.72,0.5,0.54,0.03,0.73,I,S,I
GENOME_2694,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,4,6,8,4,0,6,3,6,5,4,0,2,6,3,0.13,0.94,0.34,0.33,0.06,0.87,0.03,0.49,0.21,0.8,S,S,R
GENOME_2695,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,3,2,7,4,5,4,1,7,10,6,8,2,8,7,0.34,0.82,0.23,0.32,0.29,0.89,0.22,0.49,0.15,0.68,S,S,S
GENOME_2696,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,2,1,4,3,3,3,2,2,3,7,4,10,0,5,3,0.18,0.83,0.71,0.22,0.06,0.94,0.21,0.75,0.11,0.89,S,S,S
